Turbine ID,Month recorded,Section,Zone,Previous Over current Trips,Lubrication Type,New Seal,Planned shutdowns,Average RPM,Asset Age Score,Average Vibration Score,Torque_rating,Bearing Weight Score,Insulation Rating,Fatigue Score,Asset Failure
15.000000,"08.Aug",28.000000,"N",0.000000,0.000000,1.000000,2.000000,1792.000000,48.000000,158.000000,3.000000,0.000000,24.000000,0.000000,"F"
16.000000,"07.Jul",28.000000,"N",0.000000,0.000000,0.000000,0.000000,1792.000000,48.000000,158.000000,0.000000,0.000000,24.000000,0.000000,"T"
17.000000,"06.Jun",29.000000,"N",0.000000,0.000000,0.000000,0.000000,2435.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,"F"
18.000000,"07.Jul",30.000000,"N",0.000000,2.000000,0.000000,0.000000,2472.000000,0.000000,38.000000,0.000000,0.000000,36.000000,0.000000,"F"
19.000000,"02.Feb",32.000000,"N",0.000000,0.000000,1.000000,2.000000,2078.000000,0.000000,116.000000,3.000000,0.000000,38.000000,0.000000,"F"
20.000000,"10.Oct",34.000000,"E",0.000000,0.000000,0.000000,0.000000,390.000000,0.000000,48.000000,0.000000,0.000000,6.000000,0.000000,"F"
21.000000,"04.Apr",38.000000,"E",0.000000,0.000000,0.000000,0.000000,683.000000,0.000000,7.000000,0.000000,2.000000,5.000000,0.000000,"F"
22.000000,"12.Dec",41.000000,"E",0.000000,0.000000,0.000000,0.000000,4365.000000,0.000000,45.000000,0.000000,10.000000,13.000000,0.000000,"F"
23.000000,"04.Apr",43.000000,"E",0.000000,0.000000,2.000000,0.000000,4917.000000,0.000000,24.000000,2.000000,0.000000,8.000000,0.000000,"F"
24.000000,"03.Mar",44.000000,"E",2.000000,0.000000,6.000000,6.000000,5431.000000,0.000000,334.000000,14.000000,113.000000,27.000000,0.000000,"T"
25.000000,"08.Aug",44.000000,"E",3.000000,0.000000,3.000000,7.000000,5431.000000,0.000000,334.000000,10.000000,113.000000,27.000000,0.000000,"T"
26.000000,"08.Aug",44.000000,"E",3.000000,0.000000,3.000000,7.000000,5431.000000,0.000000,334.000000,10.000000,113.000000,27.000000,0.000000,"T"
27.000000,"01.Jan",45.000000,"E",5.000000,1.000000,0.000000,2.000000,5004.000000,0.000000,332.000000,2.000000,30.000000,28.000000,0.000000,"F"
28.000000,"10.Oct",46.000000,"E",0.000000,0.000000,3.000000,5.000000,3933.000000,0.000000,202.000000,9.000000,67.000000,15.000000,0.000000,"F"
29.000000,"12.Dec",48.000000,"E",0.000000,0.000000,1.000000,1.000000,2983.000000,0.000000,94.000000,2.000000,10.000000,5.000000,0.000000,"F"
30.000000,"05.May",50.000000,"E",0.000000,0.000000,0.000000,0.000000,786.000000,0.000000,8.000000,0.000000,1.000000,12.000000,0.000000,"F"
31.000000,"04.Apr",51.000000,"E",0.000000,0.000000,0.000000,0.000000,598.000000,0.000000,2.000000,0.000000,0.000000,7.000000,0.000000,"F"
32.000000,"01.Jan",52.000000,"E",1.000000,0.000000,1.000000,1.000000,3331.000000,23.000000,162.000000,4.000000,52.000000,15.000000,0.000000,"T"
33.000000,"10.Oct",53.000000,"E",0.000000,0.000000,0.000000,5.000000,562.000000,0.000000,15.000000,6.000000,8.000000,6.000000,0.000000,"F"
34.000000,"08.Aug",56.000000,"E",0.000000,0.000000,0.000000,0.000000,318.000000,0.000000,2.000000,0.000000,0.000000,5.000000,0.000000,"F"
35.000000,"10.Oct",57.000000,"E",0.000000,0.000000,0.000000,0.000000,1878.000000,18.000000,55.000000,0.000000,11.000000,22.000000,0.000000,"F"
36.000000,"04.Apr",62.000000,"E",1.000000,0.000000,1.000000,2.000000,1975.000000,105.000000,167.000000,3.000000,47.000000,34.000000,0.000000,"T"
37.000000,"10.Oct",62.000000,"E",1.000000,0.000000,1.000000,1.000000,1975.000000,105.000000,167.000000,2.000000,47.000000,34.000000,0.000000,"F"
38.000000,"11.Nov",63.000000,"E",0.000000,3.000000,0.000000,1.000000,2358.000000,59.000000,99.000000,1.000000,24.000000,36.000000,0.000000,"F"
39.000000,"09.Sep",64.000000,"E",0.000000,0.000000,0.000000,0.000000,631.000000,0.000000,6.000000,0.000000,0.000000,2.000000,0.000000,"F"
40.000000,"03.Mar",65.000000,"E",0.000000,0.000000,2.000000,3.000000,2351.000000,0.000000,87.000000,6.000000,8.000000,24.000000,0.000000,"F"
41.000000,"01.Jan",66.000000,"E",0.000000,0.000000,0.000000,0.000000,1100.000000,0.000000,51.000000,0.000000,2.000000,23.000000,0.000000,"F"
42.000000,"02.Feb",69.000000,"E",2.000000,0.000000,0.000000,0.000000,3891.000000,0.000000,644.000000,0.000000,32.000000,71.000000,0.000000,"F"
43.000000,"08.Aug",70.000000,"E",0.000000,0.000000,1.000000,2.000000,3363.000000,78.000000,304.000000,3.000000,26.000000,62.000000,0.000000,"F"
44.000000,"09.Sep",73.000000,"E",0.000000,0.000000,0.000000,0.000000,4559.000000,0.000000,187.000000,0.000000,10.000000,72.000000,0.000000,"F"
45.000000,"12.Dec",74.000000,"E",7.000000,7.000000,1.000000,7.000000,6545.000000,465.000000,813.000000,8.000000,178.000000,112.000000,16.462078,"T"
46.000000,"10.Oct",76.000000,"E",2.000000,0.000000,0.000000,1.000000,2647.000000,181.000000,258.000000,1.000000,31.000000,41.000000,7.348469,"F"
47.000000,"07.Jul",77.000000,"E",0.000000,0.000000,0.000000,0.000000,3787.000000,35.000000,195.000000,0.000000,10.000000,52.000000,3.000000,"F"
48.000000,"04.Apr",78.000000,"E",4.000000,0.000000,6.000000,9.000000,6123.000000,611.000000,1221.000000,16.000000,146.000000,130.000000,15.779734,"T"
49.000000,"06.Jun",78.000000,"E",5.000000,0.000000,9.000000,17.000000,6123.000000,611.000000,1221.000000,29.000000,146.000000,130.000000,15.779734,"T"
50.000000,"08.Aug",79.000000,"E",0.000000,0.000000,1.000000,2.000000,4561.000000,135.000000,427.000000,4.000000,67.000000,70.000000,4.582576,"F"
51.000000,"08.Aug",81.000000,"E",0.000000,0.000000,0.000000,0.000000,7201.000000,0.000000,334.000000,0.000000,62.000000,69.000000,0.000000,"T"
52.000000,"06.Jun",83.000000,"E",0.000000,0.000000,0.000000,2.000000,6456.000000,163.000000,356.000000,2.000000,18.000000,68.000000,0.000000,"F"
53.000000,"07.Jul",85.000000,"E",0.000000,0.000000,0.000000,0.000000,2764.000000,0.000000,110.000000,0.000000,5.000000,25.000000,0.000000,"F"
54.000000,"01.Jan",87.000000,"E",0.000000,0.000000,0.000000,0.000000,673.000000,0.000000,6.000000,0.000000,0.000000,9.000000,0.000000,"F"
55.000000,"04.Apr",88.000000,"E",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.000000,0.000000,0.000000,0.000000,0.000000,"F"
56.000000,"04.Apr",90.000000,"E",1.000000,0.000000,0.000000,0.000000,1449.000000,0.000000,153.000000,0.000000,13.000000,34.000000,0.000000,"T"
57.000000,"07.Jul",91.000000,"E",0.000000,0.000000,0.000000,1.000000,2030.000000,0.000000,51.000000,1.000000,20.000000,31.000000,0.000000,"F"
58.000000,"08.Aug",92.000000,"E",2.000000,0.000000,0.000000,3.000000,1904.000000,147.000000,163.000000,11.000000,60.000000,25.000000,7.416198,"T"
59.000000,"01.Jan",93.000000,"E",1.000000,0.000000,0.000000,0.000000,3533.000000,135.000000,246.000000,0.000000,44.000000,49.000000,0.000000,"F"
60.000000,"04.Apr",94.000000,"N",0.000000,8.000000,0.000000,0.000000,1666.000000,34.000000,205.000000,0.000000,0.000000,44.000000,0.000000,"F"
61.000000,"04.Apr",95.000000,"N",0.000000,0.000000,0.000000,0.000000,1118.000000,18.000000,155.000000,0.000000,0.000000,40.000000,0.000000,"T"
62.000000,"09.Sep",96.000000,"N",0.000000,0.000000,0.000000,0.000000,334.000000,0.000000,17.000000,0.000000,0.000000,7.000000,0.000000,"F"
63.000000,"07.Jul",97.000000,"N",0.000000,0.000000,1.000000,2.000000,58.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,"F"
64.000000,"08.Aug",98.000000,"N",0.000000,0.000000,0.000000,0.000000,756.000000,0.000000,0.000000,0.000000,0.000000,15.000000,0.000000,"F"
65.000000,"03.Mar",103.000000,"W",0.000000,0.000000,1.000000,1.000000,579.000000,51.000000,73.000000,2.000000,4.000000,13.000000,0.000000,"F"
66.000000,"01.Jan",104.000000,"N",0.000000,0.000000,1.000000,1.000000,1646.000000,0.000000,2.000000,2.000000,38.000000,37.000000,0.000000,"F"
67.000000,"06.Jun",105.000000,"N",1.000000,0.000000,1.000000,1.000000,552.000000,12.000000,26.000000,2.000000,0.000000,8.000000,0.000000,"F"
68.000000,"01.Jan",106.000000,"N",0.000000,0.000000,0.000000,0.000000,453.000000,3.000000,6.000000,0.000000,0.000000,3.000000,0.000000,"F"
69.000000,"06.Jun",108.000000,"W",0.000000,0.000000,0.000000,1.000000,3085.000000,205.000000,273.000000,1.000000,14.000000,103.000000,9.643651,"F"
70.000000,"03.Mar",112.000000,"N",0.000000,0.000000,0.000000,1.000000,2469.000000,0.000000,282.000000,1.000000,30.000000,38.000000,0.000000,"F"
71.000000,"12.Dec",113.000000,"N",0.000000,0.000000,1.000000,2.000000,1364.000000,0.000000,19.000000,3.000000,0.000000,19.000000,0.000000,"T"
72.000000,"10.Oct",114.000000,"N",0.000000,0.000000,1.000000,2.000000,942.000000,35.000000,62.000000,3.000000,0.000000,17.000000,0.000000,"F"
73.000000,"08.Aug",116.000000,"N",0.000000,0.000000,2.000000,2.000000,1164.000000,56.000000,122.000000,4.000000,0.000000,22.000000,0.000000,"F"
74.000000,"01.Jan",118.000000,"N",0.000000,0.000000,0.000000,0.000000,637.000000,0.000000,38.000000,0.000000,0.000000,11.000000,0.000000,"F"
75.000000,"04.Apr",118.000000,"N",0.000000,0.000000,0.000000,0.000000,637.000000,0.000000,38.000000,0.000000,0.000000,11.000000,0.000000,"F"
76.000000,"10.Oct",120.000000,"W",0.000000,0.000000,0.000000,2.000000,1650.000000,69.000000,118.000000,2.000000,9.000000,38.000000,0.000000,"T"
77.000000,"03.Mar",120.000000,"W",0.000000,0.000000,0.000000,2.000000,1650.000000,69.000000,118.000000,2.000000,9.000000,38.000000,0.000000,"F"
78.000000,"01.Jan",124.000000,"W",0.000000,0.000000,0.000000,0.000000,410.000000,30.000000,50.000000,0.000000,3.000000,11.000000,0.000000,"F"
79.000000,"02.Feb",125.000000,"W",0.000000,0.000000,0.000000,0.000000,2123.000000,121.000000,272.000000,0.000000,14.000000,52.000000,0.000000,"T"
80.000000,"03.Mar",125.000000,"W",1.000000,0.000000,1.000000,2.000000,2123.000000,121.000000,272.000000,3.000000,14.000000,52.000000,0.000000,"T"
81.000000,"01.Jan",128.000000,"W",0.000000,0.000000,0.000000,0.000000,2130.000000,115.000000,146.000000,0.000000,18.000000,44.000000,0.000000,"T"
82.000000,"03.Mar",130.000000,"W",0.000000,0.000000,1.000000,1.000000,3590.000000,188.000000,309.000000,2.000000,38.000000,102.000000,0.000000,"T"
83.000000,"04.Apr",133.000000,"W",0.000000,0.000000,1.000000,0.000000,2416.000000,107.000000,223.000000,1.000000,17.000000,44.000000,0.000000,"F"
84.000000,"09.Sep",134.000000,"W",2.000000,0.000000,4.000000,9.000000,7243.000000,672.000000,769.000000,13.000000,58.000000,163.000000,23.494680,"T"
85.000000,"09.Sep",134.000000,"W",2.000000,0.000000,4.000000,9.000000,7243.000000,672.000000,769.000000,13.000000,58.000000,163.000000,23.494680,"T"
86.000000,"09.Sep",136.000000,"W",1.000000,0.000000,1.000000,1.000000,7680.000000,332.000000,622.000000,2.000000,25.000000,189.000000,16.186414,"F"
87.000000,"05.May",142.000000,"W",0.000000,0.000000,1.000000,2.000000,4434.000000,122.000000,253.000000,3.000000,14.000000,94.000000,6.480741,"F"
88.000000,"02.Feb",143.000000,"W",2.000000,0.000000,6.000000,7.000000,8125.000000,494.000000,653.000000,15.000000,45.000000,182.000000,20.074860,"T"
89.000000,"03.Mar",144.000000,"N",0.000000,0.000000,0.000000,0.000000,445.000000,0.000000,23.000000,0.000000,0.000000,10.000000,0.000000,"T"
90.000000,"02.Feb",147.000000,"N",0.000000,0.000000,0.000000,0.000000,1136.000000,36.000000,63.000000,0.000000,0.000000,26.000000,0.000000,"F"
91.000000,"05.May",148.000000,"N",0.000000,16.000000,1.000000,1.000000,1065.000000,15.000000,43.000000,2.000000,0.000000,17.000000,0.000000,"F"
92.000000,"08.Aug",150.000000,"W",0.000000,0.000000,0.000000,0.000000,1858.000000,67.000000,80.000000,0.000000,15.000000,48.000000,0.000000,"T"
93.000000,"04.Apr",150.000000,"W",1.000000,0.000000,0.000000,0.000000,1858.000000,67.000000,80.000000,0.000000,15.000000,48.000000,0.000000,"T"
94.000000,"03.Mar",150.000000,"W",1.000000,0.000000,0.000000,0.000000,1858.000000,67.000000,80.000000,0.000000,15.000000,48.000000,0.000000,"F"
95.000000,"02.Feb",152.000000,"N",0.000000,0.000000,0.000000,0.000000,168.000000,0.000000,18.000000,0.000000,0.000000,3.000000,0.000000,"F"
96.000000,"01.Jan",153.000000,"N",0.000000,0.000000,0.000000,0.000000,863.000000,0.000000,82.000000,0.000000,0.000000,13.000000,0.000000,"F"
97.000000,"05.May",154.000000,"W",0.000000,0.000000,0.000000,0.000000,827.000000,17.000000,28.000000,0.000000,4.000000,10.000000,0.000000,"F"
98.000000,"05.May",156.000000,"N",0.000000,0.000000,2.000000,6.000000,1517.000000,71.000000,82.000000,10.000000,7.000000,28.000000,7.937254,"F"
99.000000,"06.Jun",159.000000,"N",0.000000,0.000000,0.000000,0.000000,227.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,"F"
100.000000,"03.Mar",160.000000,"N",0.000000,0.000000,1.000000,0.000000,809.000000,36.000000,67.000000,1.000000,0.000000,15.000000,0.000000,"F"
101.000000,"09.Sep",161.000000,"W",0.000000,0.000000,0.000000,0.000000,1187.000000,83.000000,95.000000,0.000000,21.000000,10.000000,0.000000,"F"
102.000000,"05.May",162.000000,"W",0.000000,0.000000,2.000000,2.000000,1317.000000,34.000000,47.000000,4.000000,11.000000,17.000000,0.000000,"F"
103.000000,"01.Jan",164.000000,"N",1.000000,0.000000,0.000000,0.000000,3894.000000,253.000000,370.000000,0.000000,46.000000,105.000000,14.352700,"F"
104.000000,"10.Oct",166.000000,"N",0.000000,0.000000,0.000000,2.000000,4986.000000,375.000000,544.000000,4.000000,51.000000,80.000000,3.741657,"T"
105.000000,"04.Apr",166.000000,"N",0.000000,0.000000,2.000000,4.000000,4986.000000,375.000000,544.000000,10.000000,51.000000,80.000000,3.741657,"F"
106.000000,"06.Jun",166.000000,"N",0.000000,0.000000,0.000000,5.000000,4986.000000,375.000000,544.000000,5.000000,51.000000,80.000000,3.741657,"F"
107.000000,"05.May",167.000000,"N",0.000000,0.000000,0.000000,0.000000,825.000000,2.000000,9.000000,0.000000,0.000000,9.000000,0.000000,"F"
108.000000,"12.Dec",170.000000,"N",0.000000,0.000000,0.000000,0.000000,965.000000,67.000000,112.000000,0.000000,0.000000,23.000000,0.000000,"F"
109.000000,"02.Feb",171.000000,"W",0.000000,0.000000,0.000000,0.000000,544.000000,9.000000,14.000000,0.000000,1.000000,3.000000,0.000000,"F"
110.000000,"04.Apr",172.000000,"W",0.000000,0.000000,1.000000,0.000000,1773.000000,14.000000,190.000000,1.000000,4.000000,22.000000,0.000000,"F"
111.000000,"11.Nov",180.000000,"N",0.000000,0.000000,0.000000,1.000000,8078.000000,45.000000,102.000000,1.000000,12.000000,45.000000,0.000000,"F"
112.000000,"05.May",182.000000,"N",1.000000,0.000000,1.000000,1.000000,4579.000000,172.000000,250.000000,2.000000,20.000000,84.000000,10.677078,"T"
113.000000,"07.Jul",182.000000,"N",1.000000,0.000000,1.000000,7.000000,4579.000000,172.000000,250.000000,9.000000,20.000000,84.000000,10.677078,"T"
114.000000,"07.Jul",182.000000,"N",1.000000,0.000000,1.000000,7.000000,4579.000000,172.000000,250.000000,9.000000,20.000000,84.000000,10.677078,"T"
115.000000,"06.Jun",182.000000,"N",1.000000,0.000000,3.000000,3.000000,4579.000000,172.000000,250.000000,11.000000,20.000000,84.000000,10.677078,"F"
116.000000,"05.May",183.000000,"N",8.000000,0.000000,1.000000,1.000000,4982.000000,355.000000,752.000000,3.000000,69.000000,85.000000,11.000000,"T"
117.000000,"08.Aug",183.000000,"N",9.000000,0.000000,0.000000,1.000000,4982.000000,355.000000,752.000000,1.000000,69.000000,85.000000,11.000000,"T"
118.000000,"06.Jun",183.000000,"N",9.000000,0.000000,1.000000,2.000000,4982.000000,355.000000,752.000000,8.000000,69.000000,85.000000,11.000000,"F"
119.000000,"01.Jan",184.000000,"N",0.000000,0.000000,0.000000,0.000000,2245.000000,56.000000,224.000000,1.000000,9.000000,47.000000,4.795832,"T"
120.000000,"01.Jan",184.000000,"N",0.000000,0.000000,0.000000,0.000000,2245.000000,56.000000,224.000000,1.000000,9.000000,47.000000,4.795832,"F"
121.000000,"07.Jul",185.000000,"N",0.000000,0.000000,0.000000,0.000000,1826.000000,0.000000,39.000000,0.000000,0.000000,27.000000,0.000000,"F"
122.000000,"05.May",186.000000,"N",0.000000,0.000000,1.000000,1.000000,905.000000,15.000000,46.000000,2.000000,0.000000,10.000000,0.000000,"F"
123.000000,"05.May",188.000000,"W",0.000000,0.000000,1.000000,2.000000,2133.000000,11.000000,47.000000,3.000000,0.000000,29.000000,1.000000,"F"
124.000000,"04.Apr",189.000000,"W",0.000000,0.000000,1.000000,4.000000,2254.000000,93.000000,199.000000,10.000000,8.000000,93.000000,0.000000,"T"
125.000000,"01.Jan",189.000000,"W",1.000000,0.000000,1.000000,9.000000,2254.000000,93.000000,199.000000,11.000000,8.000000,93.000000,0.000000,"F"
126.000000,"05.May",191.000000,"W",1.000000,0.000000,4.000000,11.000000,5393.000000,463.000000,622.000000,19.000000,56.000000,98.000000,16.093477,"T"
127.000000,"06.Jun",191.000000,"W",2.000000,0.000000,1.000000,8.000000,5393.000000,463.000000,622.000000,12.000000,56.000000,98.000000,16.093477,"T"
128.000000,"07.Jul",191.000000,"W",2.000000,0.000000,1.000000,7.000000,5393.000000,463.000000,622.000000,11.000000,56.000000,98.000000,16.093477,"T"
129.000000,"05.May",192.000000,"W",0.000000,0.000000,1.000000,3.000000,3878.000000,56.000000,206.000000,4.000000,4.000000,69.000000,5.744563,"T"
130.000000,"04.Apr",192.000000,"W",0.000000,0.000000,1.000000,3.000000,3878.000000,56.000000,206.000000,4.000000,4.000000,69.000000,5.744563,"F"
131.000000,"04.Apr",194.000000,"W",0.000000,0.000000,0.000000,0.000000,1049.000000,30.000000,50.000000,0.000000,11.000000,28.000000,0.000000,"F"
132.000000,"10.Oct",196.000000,"N",0.000000,0.000000,1.000000,1.000000,2426.000000,123.000000,211.000000,2.000000,12.000000,48.000000,10.770330,"F"
133.000000,"08.Aug",199.000000,"N",0.000000,0.000000,0.000000,0.000000,3632.000000,0.000000,340.000000,0.000000,0.000000,75.000000,0.000000,"F"
134.000000,"09.Sep",201.000000,"N",2.000000,0.000000,1.000000,5.000000,7094.000000,790.000000,854.000000,6.000000,135.000000,87.000000,1.732051,"T"
135.000000,"08.Aug",201.000000,"N",2.000000,0.000000,1.000000,2.000000,7094.000000,790.000000,854.000000,3.000000,135.000000,87.000000,1.732051,"T"
136.000000,"08.Aug",203.000000,"N",0.000000,0.000000,0.000000,0.000000,653.000000,31.000000,59.000000,0.000000,0.000000,13.000000,0.000000,"F"
137.000000,"11.Nov",205.000000,"W",0.000000,0.000000,1.000000,2.000000,602.000000,0.000000,12.000000,3.000000,0.000000,4.000000,0.000000,"F"
138.000000,"10.Oct",208.000000,"W",0.000000,0.000000,0.000000,0.000000,1148.000000,15.000000,20.000000,0.000000,0.000000,18.000000,0.000000,"F"
139.000000,"03.Mar",209.000000,"W",1.000000,0.000000,1.000000,1.000000,554.000000,25.000000,46.000000,3.000000,0.000000,8.000000,0.000000,"T"
140.000000,"01.Jan",209.000000,"W",1.000000,0.000000,0.000000,0.000000,554.000000,25.000000,46.000000,0.000000,0.000000,8.000000,0.000000,"F"
141.000000,"01.Jan",210.000000,"N",1.000000,0.000000,0.000000,2.000000,792.000000,39.000000,52.000000,2.000000,17.000000,15.000000,0.000000,"T"
142.000000,"02.Feb",211.000000,"N",1.000000,0.000000,2.000000,1.000000,5141.000000,166.000000,345.000000,6.000000,70.000000,72.000000,12.806248,"T"
143.000000,"02.Feb",211.000000,"N",1.000000,0.000000,2.000000,1.000000,5141.000000,166.000000,345.000000,6.000000,70.000000,72.000000,12.806248,"T"
144.000000,"01.Jan",212.000000,"N",0.000000,1.000000,0.000000,1.000000,6219.000000,140.000000,398.000000,3.000000,38.000000,114.000000,11.874342,"T"
145.000000,"04.Apr",215.000000,"N",0.000000,0.000000,1.000000,4.000000,3035.000000,214.000000,409.000000,5.000000,78.000000,41.000000,14.662878,"F"
146.000000,"06.Jun",217.000000,"N",0.000000,0.000000,1.000000,1.000000,1079.000000,76.000000,118.000000,2.000000,0.000000,28.000000,0.000000,"T"
147.000000,"09.Sep",217.000000,"N",1.000000,0.000000,1.000000,3.000000,1079.000000,76.000000,118.000000,5.000000,0.000000,28.000000,0.000000,"F"
148.000000,"08.Aug",219.000000,"N",1.000000,1.000000,0.000000,7.000000,3283.000000,87.000000,198.000000,8.000000,0.000000,72.000000,0.000000,"F"
149.000000,"05.May",220.000000,"N",0.000000,0.000000,1.000000,1.000000,1298.000000,123.000000,216.000000,2.000000,55.000000,36.000000,0.000000,"F"
150.000000,"05.May",222.000000,"N",0.000000,0.000000,0.000000,0.000000,1612.000000,5.000000,68.000000,0.000000,0.000000,41.000000,0.000000,"F"
151.000000,"03.Mar",223.000000,"N",0.000000,3.000000,1.000000,4.000000,2305.000000,34.000000,85.000000,5.000000,6.000000,47.000000,0.000000,"F"
152.000000,"06.Jun",224.000000,"N",0.000000,2.000000,0.000000,1.000000,4333.000000,41.000000,236.000000,1.000000,26.000000,85.000000,0.000000,"F"
153.000000,"07.Jul",225.000000,"N",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"F"
154.000000,"11.Nov",226.000000,"N",0.000000,0.000000,0.000000,0.000000,4130.000000,84.000000,233.000000,0.000000,0.000000,99.000000,0.000000,"F"
155.000000,"03.Mar",226.000000,"N",0.000000,0.000000,2.000000,7.000000,4130.000000,84.000000,233.000000,9.000000,0.000000,99.000000,0.000000,"F"
156.000000,"12.Dec",228.000000,"N",0.000000,0.000000,0.000000,0.000000,503.000000,0.000000,17.000000,0.000000,0.000000,7.000000,0.000000,"F"
157.000000,"08.Aug",229.000000,"N",0.000000,0.000000,0.000000,0.000000,985.000000,33.000000,70.000000,0.000000,0.000000,22.000000,0.000000,"T"
158.000000,"07.Jul",230.000000,"W",0.000000,0.000000,0.000000,0.000000,423.000000,9.000000,20.000000,0.000000,1.000000,8.000000,0.000000,"F"
159.000000,"01.Jan",232.000000,"W",5.000000,0.000000,0.000000,2.000000,2863.000000,225.000000,463.000000,2.000000,33.000000,79.000000,14.212670,"T"
160.000000,"01.Jan",232.000000,"W",5.000000,0.000000,0.000000,2.000000,2863.000000,225.000000,463.000000,2.000000,33.000000,79.000000,14.212670,"F"
161.000000,"11.Nov",234.000000,"W",1.000000,0.000000,1.000000,3.000000,4201.000000,226.000000,447.000000,4.000000,24.000000,85.000000,0.000000,"F"
162.000000,"08.Aug",235.000000,"N",1.000000,0.000000,0.000000,0.000000,2347.000000,63.000000,182.000000,0.000000,15.000000,45.000000,0.000000,"T"
163.000000,"05.May",237.000000,"N",0.000000,0.000000,0.000000,2.000000,3566.000000,0.000000,187.000000,2.000000,17.000000,45.000000,0.000000,"T"
164.000000,"07.Jul",239.000000,"N",0.000000,0.000000,0.000000,0.000000,704.000000,0.000000,6.000000,0.000000,0.000000,7.000000,0.000000,"F"
165.000000,"01.Jan",240.000000,"N",0.000000,0.000000,0.000000,0.000000,606.000000,1.000000,20.000000,0.000000,0.000000,0.000000,0.000000,"F"
166.000000,"05.May",241.000000,"W",0.000000,0.000000,0.000000,0.000000,271.000000,0.000000,1.000000,1.000000,0.000000,5.000000,0.000000,"F"
167.000000,"04.Apr",243.000000,"W",0.000000,0.000000,0.000000,0.000000,1481.000000,18.000000,45.000000,0.000000,0.000000,20.000000,0.000000,"F"
168.000000,"03.Mar",244.000000,"N",0.000000,0.000000,0.000000,0.000000,608.000000,0.000000,75.000000,0.000000,5.000000,8.000000,0.000000,"F"
169.000000,"02.Feb",245.000000,"N",1.000000,0.000000,0.000000,0.000000,328.000000,0.000000,48.000000,0.000000,3.000000,6.000000,0.000000,"F"
170.000000,"07.Jul",246.000000,"N",0.000000,2.000000,1.000000,3.000000,1259.000000,143.000000,251.000000,4.000000,19.000000,34.000000,2.449490,"T"
171.000000,"04.Apr",246.000000,"N",0.000000,2.000000,0.000000,0.000000,1259.000000,143.000000,251.000000,0.000000,19.000000,34.000000,2.449490,"F"
172.000000,"08.Aug",247.000000,"N",0.000000,0.000000,0.000000,3.000000,2594.000000,138.000000,409.000000,3.000000,21.000000,62.000000,8.544004,"T"
173.000000,"02.Feb",247.000000,"N",0.000000,0.000000,0.000000,3.000000,2594.000000,138.000000,409.000000,5.000000,21.000000,62.000000,8.544004,"F"
